claim_file,display_order,measure,measure_id_w_display_order,measure_name,Measure_Type,claim_category,Active_Ind,decimal_places,Display_Type,measure_id,measure_cat,measure_major,measure_minor,z_display_order,display_suffix,z_display_order_suffix,decimal_places_int
PRV,1,MIS11.1,MIS-11-001-1,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: DATE-OF-BIRTH (PRV00002),Non-Claims Percentage,N/A,Y,3,Default,MIS11_1,MIS,11,1,001,,001,3
PRV,2,MIS11.2,MIS-11-002-2,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: DATE-OF-DEATH (PRV00002),Non-Claims Percentage,N/A,Y,3,Default,MIS11_2,MIS,11,2,002,,002,3
PRV,3,MIS11.3,MIS-11-003-3,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: FACILITY-GROUP-INDIVIDUAL-CODE (PRV00002),Non-Claims Percentage,N/A,Y,3,Default,MIS11_3,MIS,11,3,003,,003,3
PRV,4,MIS11.4,MIS-11-004-4,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-ATTRIBUTES-EFF-DATE (PRV00002),Non-Claims Percentage,N/A,Y,3,Default,MIS11_4,MIS,11,4,004,,004,3
PRV,5,MIS11.5,MIS-11-005-5,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-ATTRIBUTES-END-DATE (PRV00002),Non-Claims Percentage,N/A,Y,3,Default,MIS11_5,MIS,11,5,005,,005,3
PRV,6,MIS11.6,MIS-11-006-6,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-DOING-BUSINESS-AS-NAME (PRV00002),Non-Claims Percentage,N/A,Y,3,Default,MIS11_6,MIS,11,6,006,,006,3
PRV,7,MIS11.7,MIS-11-007-7,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-FIRST-NAME (PRV00002),Non-Claims Percentage,N/A,Y,3,Default,MIS11_7,MIS,11,7,007,,007,3
PRV,8,MIS11.8,MIS-11-008-8,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-LAST-NAME (PRV00002),Non-Claims Percentage,N/A,Y,3,Default,MIS11_8,MIS,11,8,008,,008,3
PRV,9,MIS11.9,MIS-11-009-9,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-LEGAL-NAME (PRV00002),Non-Claims Percentage,N/A,Y,3,Default,MIS11_9,MIS,11,9,009,,009,3
PRV,10,MIS11.10,MIS-11-010-10,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-ORGANIZATION-NAME (PRV00002),Non-Claims Percentage,N/A,Y,3,Default,MIS11_10,MIS,11,10,010,,010,3
PRV,12,MIS11.12,MIS-11-012-12,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: ADDR-CITY (PRV00003),Non-Claims Percentage,N/A,Y,3,Default,MIS11_12,MIS,11,12,012,,012,3
PRV,13,MIS11.13,MIS-11-013-13,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: ADDR-COUNTY (PRV00003),Non-Claims Percentage,N/A,Y,3,Default,MIS11_13,MIS,11,13,013,,013,3
PRV,14,MIS11.14,MIS-11-014-14,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: ADDR-EMAIL (PRV00003),Non-Claims Percentage,N/A,Y,3,Default,MIS11_14,MIS,11,14,014,,014,3
PRV,15,MIS11.15,MIS-11-015-15,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: ADDR-LN1 (PRV00003),Non-Claims Percentage,N/A,Y,3,Default,MIS11_15,MIS,11,15,015,,015,3
PRV,16,MIS11.16,MIS-11-016-16,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: ADDR-STATE (PRV00003),Non-Claims Percentage,N/A,Y,3,Default,MIS11_16,MIS,11,16,016,,016,3
PRV,17,MIS11.17,MIS-11-017-17,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-ADDR-TYPE (PRV00003),Non-Claims Percentage,N/A,Y,3,Default,MIS11_17,MIS,11,17,017,,017,3
PRV,18,MIS11.18,MIS-11-018-18,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: ADDR-ZIP-CODE (PRV00003),Non-Claims Percentage,N/A,Y,3,Default,MIS11_18,MIS,11,18,018,,018,3
PRV,19,MIS11.19,MIS-11-019-19,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-LOCATION-AND-CONTACT-INFO-EFF-DATE (PRV00003),Non-Claims Percentage,N/A,Y,3,Default,MIS11_19,MIS,11,19,019,,019,3
PRV,20,MIS11.20,MIS-11-020-20,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-LOCATION-AND-CONTACT-INFO-END-DATE (PRV00003),Non-Claims Percentage,N/A,Y,3,Default,MIS11_20,MIS,11,20,020,,020,3
PRV,21,MIS11.21,MIS-11-021-21,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-LOCATION-ID (PRV00003),Non-Claims Percentage,N/A,Y,3,Default,MIS11_21,MIS,11,21,021,,021,3
PRV,24,MIS11.24,MIS-11-024-24,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: LICENSE-ISSUING-ENTITY-ID (PRV00004),Non-Claims Percentage,N/A,Y,3,Default,MIS11_24,MIS,11,24,024,,024,3
PRV,25,MIS11.25,MIS-11-025-25,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: LICENSE-OR-ACCREDITATION-NUMBER (PRV00004),Non-Claims Percentage,N/A,Y,3,Default,MIS11_25,MIS,11,25,025,,025,3
PRV,26,MIS11.26,MIS-11-026-26,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: LICENSE-TYPE (PRV00004),Non-Claims Percentage,N/A,Y,3,Default,MIS11_26,MIS,11,26,026,,026,3
PRV,27,MIS11.27,MIS-11-027-27,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-LICENSE-EFF-DATE (PRV00004),Non-Claims Percentage,N/A,Y,3,Default,MIS11_27,MIS,11,27,027,,027,3
PRV,28,MIS11.28,MIS-11-028-28,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-LICENSE-END-DATE (PRV00004),Non-Claims Percentage,N/A,Y,3,Default,MIS11_28,MIS,11,28,028,,028,3
PRV,29,MIS11.29,MIS-11-029-29,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-LOCATION-ID (PRV00004),Non-Claims Percentage,N/A,Y,3,Default,MIS11_29,MIS,11,29,029,,029,3
PRV,31,MIS11.31,MIS-11-031-31,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-IDENTIFIER (PRV00005),Non-Claims Percentage,N/A,Y,3,Default,MIS11_31,MIS,11,31,031,,031,3
PRV,32,MIS11.32,MIS-11-032-32,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-IDENTIFIER-EFF-DATE (PRV00005),Non-Claims Percentage,N/A,Y,3,Default,MIS11_32,MIS,11,32,032,,032,3
PRV,33,MIS11.33,MIS-11-033-33,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-IDENTIFIER-END-DATE (PRV00005),Non-Claims Percentage,N/A,Y,3,Default,MIS11_33,MIS,11,33,033,,033,3
PRV,34,MIS11.34,MIS-11-034-34,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-IDENTIFIER-ISSUING-ENTITY-ID (PRV00005),Non-Claims Percentage,N/A,Y,3,Default,MIS11_34,MIS,11,34,034,,034,3
PRV,35,MIS11.35,MIS-11-035-35,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-IDENTIFIER-TYPE (PRV00005),Non-Claims Percentage,N/A,Y,3,Default,MIS11_35,MIS,11,35,035,,035,3
PRV,36,MIS11.36,MIS-11-036-36,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-LOCATION-ID (PRV00005),Non-Claims Percentage,N/A,Y,3,Default,MIS11_36,MIS,11,36,036,,036,3
PRV,38,MIS11.38,MIS-11-038-38,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-CLASSIFICATION-CODE (PRV00006),Non-Claims Percentage,N/A,Y,3,Default,MIS11_38,MIS,11,38,038,,038,3
PRV,39,MIS11.39,MIS-11-039-39,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-CLASSIFICATION-TYPE (PRV00006),Non-Claims Percentage,N/A,Y,3,Default,MIS11_39,MIS,11,39,039,,039,3
PRV,40,MIS11.40,MIS-11-040-40,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-TAXONOMY-CLASSIFICATION-EFF-DATE (PRV00006),Non-Claims Percentage,N/A,Y,3,Default,MIS11_40,MIS,11,40,040,,040,3
PRV,41,MIS11.41,MIS-11-041-41,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-TAXONOMY-CLASSIFICATION-END-DATE (PRV00006),Non-Claims Percentage,N/A,Y,3,Default,MIS11_41,MIS,11,41,041,,041,3
PRV,43,MIS11.43,MIS-11-043-43,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-MEDICAID-EFF-DATE (PRV00007),Non-Claims Percentage,N/A,Y,3,Default,MIS11_43,MIS,11,43,043,,043,3
PRV,44,MIS11.44,MIS-11-044-44,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-MEDICAID-END-DATE (PRV00007),Non-Claims Percentage,N/A,Y,3,Default,MIS11_44,MIS,11,44,044,,044,3
PRV,45,MIS11.45,MIS-11-045-45,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-MEDICAID-ENROLLMENT-STATUS-CODE (PRV00007),Non-Claims Percentage,N/A,Y,3,Default,MIS11_45,MIS,11,45,045,,045,3
PRV,46,MIS11.46,MIS-11-046-46,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: STATE-PLAN-ENROLLMENT (PRV00007),Non-Claims Percentage,N/A,Y,3,Default,MIS11_46,MIS,11,46,046,,046,3
PRV,48,MIS11.48,MIS-11-048-48,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-AFFILIATED-GROUP-EFF-DATE (PRV00008),Non-Claims Percentage,N/A,Y,3,Default,MIS11_48,MIS,11,48,048,,048,3
PRV,50,MIS11.50,MIS-11-050-50,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: SUBMITTING-STATE-PROV-ID-OF-AFFILIATED-ENTITY (PRV00008),Non-Claims Percentage,N/A,Y,3,Default,MIS11_50,MIS,11,50,050,,050,3
PRV,51,MIS11.51,MIS-11-051-51,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: AFFILIATED-PROGRAM-ID (PRV00009),Non-Claims Percentage,N/A,Y,3,Default,MIS11_51,MIS,11,51,051,,051,3
PRV,52,MIS11.52,MIS-11-052-52,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: AFFILIATED-PROGRAM-TYPE (PRV00009),Non-Claims Percentage,N/A,Y,3,Default,MIS11_52,MIS,11,52,052,,052,3
PRV,53,MIS11.53,MIS-11-053-53,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-AFFILIATED-PROGRAM-EFF-DATE (PRV00009),Non-Claims Percentage,N/A,Y,3,Default,MIS11_53,MIS,11,53,053,,053,3
PRV,55,MIS11.55,MIS-11-055-55,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: BED-TYPE-CODE (PRV00010),Non-Claims Percentage,N/A,Y,3,Default,MIS11_55,MIS,11,55,055,,055,3
PRV,56,MIS11.56,MIS-11-056-56,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: BED-TYPE-EFF-DATE (PRV00010),Non-Claims Percentage,N/A,Y,3,Default,MIS11_56,MIS,11,56,056,,056,3
PRV,57,MIS11.57,MIS-11-057-57,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-LOCATION-ID (PRV00010),Non-Claims Percentage,N/A,Y,3,Default,MIS11_57,MIS,11,57,057,,057,3
TPL,2,MIS12.2,MIS-12-002-2,% distinct MSIS IDs with only missing values in any active segment: TPL-HEALTH-INSURANCE-COVERAGE-IND (TPL00002),Non-Claims Percentage,N/A,Y,3,Default,MIS12_2,MIS,12,2,002,,002,3
TPL,3,MIS12.3,MIS-12-003-3,% distinct MSIS IDs with only missing values in any active segment: TPL-OTHER-COVERAGE-IND (TPL00002),Non-Claims Percentage,N/A,Y,3,Default,MIS12_3,MIS,12,3,003,,003,3
IP,1,MIS13.1,MIS-13-001-1,% missing: TYPE-OF-CLAIM (CIP00002),Claims Percentage,All Paid Claims,Y,2,Default,MIS13_1,MIS,13,1,001,,001,2
LT,1,MIS15.1,MIS-15-001-1,% missing: TYPE-OF-CLAIM (CLT00002),Claims Percentage,All Paid Claims,Y,2,Default,MIS15_1,MIS,15,1,001,,001,2
OT,1,MIS17.1,MIS-17-001-1,% missing: TYPE-OF-CLAIM (COT00002),Claims Percentage,All Paid Claims,Y,2,Default,MIS17_1,MIS,17,1,001,,001,2
RX,1,MIS19.1,MIS-19-001-1,% missing: TYPE-OF-CLAIM (CRX00002),Claims Percentage,All Paid Claims,Y,2,Default,MIS19_1,MIS,19,1,001,,001,2
IP,3,MIS2.3,MIS-2-003-3,% missing: ADMISSION-DATE (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_3,MIS,2,3,003,,003,3
IP,4_1,MIS2.60,MIS-2-004_1-60,% missing: ADMITTING-PROV-NPI-NUM (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_60,MIS,2,60,004,1,004_1,3
IP,4_2,MIS2.61,MIS-2-004_2-61,% missing: ADMITTING-PROV-NUM (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_61,MIS,2,61,004,2,004_2,3
IP,4,MIS2.4,MIS-2-004-4,% missing: ADMISSION-TYPE (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_4,MIS,2,4,004,,004,3
IP,5,MIS2.5,MIS-2-005-5,% missing: BENEFICIARY-COINSURANCE-AMOUNT (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_5,MIS,2,5,005,,005,3
IP,6,MIS2.6,MIS-2-006-6,% missing: BENEFICIARY-COPAYMENT-AMOUNT (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_6,MIS,2,6,006,,006,3
IP,7,MIS2.7,MIS-2-007-7,% missing: BENEFICIARY-DEDUCTIBLE-AMOUNT (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_7,MIS,2,7,007,,007,3
IP,8,MIS2.8,MIS-2-008-8,% missing: BILLING-PROV-NPI-NUM (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_8,MIS,2,8,008,,008,3
IP,9_1,MIS2.59,MIS-2-009_1-59,% missing: BILLING-PROV-TAXONOMY (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_59,MIS,2,59,009,1,009_1,3
IP,9,MIS2.9,MIS-2-009-9,% missing: BILLING-PROV-NUM (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_9,MIS,2,9,009,,009,3
IP,10,MIS2.10,MIS-2-010-10,% missing: BILLING-PROV-TYPE (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_10,MIS,2,10,010,,010,3
IP,11,MIS2.11,MIS-2-011-11,% missing: CLAIM-LINE-COUNT (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_11,MIS,2,11,011,,011,3
IP,12,MIS2.12,MIS-2-012-12,% missing: CROSSOVER-INDICATOR (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_12,MIS,2,12,012,,012,3
IP,13,MIS2.13,MIS-2-013-13,% missing: DIAGNOSIS-CODE-1 (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_13,MIS,2,13,013,,013,3
IP,14,MIS2.14,MIS-2-014-14,% missing: DIAGNOSIS-CODE-10 (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_14,MIS,2,14,014,,014,3
IP,15,MIS2.15,MIS-2-015-15,% missing: DIAGNOSIS-CODE-11 (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_15,MIS,2,15,015,,015,3
IP,16,MIS2.16,MIS-2-016-16,% missing: DIAGNOSIS-CODE-12 (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_16,MIS,2,16,016,,016,3
IP,17,MIS2.17,MIS-2-017-17,% missing: DIAGNOSIS-CODE-2 (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_17,MIS,2,17,017,,017,3
IP,18,MIS2.18,MIS-2-018-18,% missing: DIAGNOSIS-CODE-3 (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_18,MIS,2,18,018,,018,3
IP,19,MIS2.19,MIS-2-019-19,% missing: DIAGNOSIS-CODE-4 (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_19,MIS,2,19,019,,019,3
IP,20,MIS2.20,MIS-2-020-20,% missing: DIAGNOSIS-CODE-5 (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_20,MIS,2,20,020,,020,3
IP,21,MIS2.21,MIS-2-021-21,% missing: DIAGNOSIS-CODE-6 (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_21,MIS,2,21,021,,021,3
IP,22,MIS2.22,MIS-2-022-22,% missing: DIAGNOSIS-CODE-7 (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_22,MIS,2,22,022,,022,3
IP,23,MIS2.23,MIS-2-023-23,% missing: DIAGNOSIS-CODE-8 (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_23,MIS,2,23,023,,023,3
IP,24,MIS2.24,MIS-2-024-24,% missing: DIAGNOSIS-CODE-9 (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_24,MIS,2,24,024,,024,3
IP,25,MIS2.25,MIS-2-025-25,% missing: DIAGNOSIS-POA-FLAG-1 (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_25,MIS,2,25,025,,025,3
IP,26,MIS2.26,MIS-2-026-26,% missing: DISCHARGE-DATE (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_26,MIS,2,26,026,,026,3
IP,27,MIS2.27,MIS-2-027-27,% missing: FIXED-PAYMENT-IND (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_27,MIS,2,27,027,,027,3
IP,28,MIS2.28,MIS-2-028-28,% missing: HEALTH-CARE-ACQUIRED-CONDITION-IND (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_28,MIS,2,28,028,,028,3
IP,29,MIS2.29,MIS-2-029-29,% missing: ICN-ADJ (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_29,MIS,2,29,029,,029,3
IP,30,MIS2.30,MIS-2-030-30,% missing: ICN-ORIG (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_30,MIS,2,30,030,,030,3
IP,31,MIS2.31,MIS-2-031-31,% missing: MEDICAID-AMOUNT-PAID-DSH (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_31,MIS,2,31,031,,031,3
IP,32_1,MIS2.58,MIS-2-032_1-58,% missing: MEDICAID-PAID-DATE (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims ",Y,3,Default,MIS2_58,MIS,2,58,032,1,032_1,3
IP,32,MIS2.32,MIS-2-032-32,% missing: MEDICAID-COV-INPATIENT-DAYS (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_32,MIS,2,32,032,,032,3
IP,33,MIS2.33,MIS-2-033-33,% missing: MEDICARE-PAID-AMT (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_33,MIS,2,33,033,,033,3
IP,34,MIS2.34,MIS-2-034-34,% missing: MEDICARE-REIM-TYPE (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_34,MIS,2,34,034,,034,3
IP,35,MIS2.35,MIS-2-035-35,% missing: MSIS-IDENTIFICATION-NUM (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_35,MIS,2,35,035,,035,3
IP,36,MIS2.36,MIS-2-036-36,% missing: NON-COV-CHARGES (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_36,MIS,2,36,036,,036,3
IP,37,MIS2.37,MIS-2-037-37,% missing: OTHER-INSURANCE-IND (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_37,MIS,2,37,037,,037,3
IP,38,MIS2.38,MIS-2-038-38,% missing: OTHER-TPL-COLLECTION (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_38,MIS,2,38,038,,038,3
IP,39_1,MIS2.57,MIS-2-039_1-57,% missing: PAYMENT-LEVEL-IND (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_57,MIS,2,57,039,1,039_1,3
IP,39,MIS2.39,MIS-2-039-39,% missing: PATIENT-STATUS (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_39,MIS,2,39,039,,039,3
IP,40,MIS2.40,MIS-2-040-40,% missing: PLAN-ID-NUMBER (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_40,MIS,2,40,040,,040,3
IP,41,MIS2.41,MIS-2-041-41,% missing: PROCEDURE-CODE-1 (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_41,MIS,2,41,041,,041,3
IP,42,MIS2.42,MIS-2-042-42,% missing: PROCEDURE-CODE-2 (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_42,MIS,2,42,042,,042,3
IP,43,MIS2.43,MIS-2-043-43,% missing: PROCEDURE-CODE-DATE-1 (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_43,MIS,2,43,043,,043,3
IP,44,MIS2.44,MIS-2-044-44,% missing: PROCEDURE-CODE-DATE-2 (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_44,MIS,2,44,044,,044,3
IP,45,MIS2.45,MIS-2-045-45,% missing: PROCEDURE-CODE-FLAG-1 (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_45,MIS,2,45,045,,045,3
IP,46,MIS2.46,MIS-2-046-46,% missing: PROCEDURE-CODE-FLAG-2 (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_46,MIS,2,46,046,,046,3
IP,47_1,MIS2.62,MIS-2-047_1-62,% missing: REFERRING-PROV-NPI-NUM (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_62,MIS,2,62,047,1,047_1,3
IP,47_2,MIS2.63,MIS-2-047_2-63,% missing: REFERRING-PROV-NUM (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_63,MIS,2,63,047,2,047_2,3
IP,47,MIS2.47,MIS-2-047-47,% missing: PROGRAM-TYPE (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_47,MIS,2,47,047,,047,3
IP,48,MIS2.48,MIS-2-048-48,% missing: TOT-ALLOWED-AMT (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_48,MIS,2,48,048,,048,3
IP,49,MIS2.49,MIS-2-049-49,% missing: TOT-BILLED-AMT (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_49,MIS,2,49,049,,049,3
IP,51,MIS2.51,MIS-2-051-51,% missing: TOT-MEDICAID-PAID-AMT (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_51,MIS,2,51,051,,051,3
IP,52,MIS2.52,MIS-2-052-52,% missing: TOT-OTHER-INSURANCE-AMT (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_52,MIS,2,52,052,,052,3
IP,53,MIS2.53,MIS-2-053-53,% missing: TOT-TPL-AMT (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_53,MIS,2,53,053,,053,3
IP,54,MIS2.54,MIS-2-054-54,% missing: TYPE-OF-BILL (CIP00002),Claims Percentage,"Medicaid and S-CHIP FFS and Encounter: Original and Replacement, Paid Claims",Y,3,Default,MIS2_54,MIS,2,54,054,,054,3
