Sort Order,File Type,File Type - Summary,Measure ID,Measure ID Short,Non-claims Table,Claims_cat_type,Measure Name,Data_Element,Data Dictionary,DD Number,Size,Character / Numeric,Active Indicator
254,OT,Claims,MIS-6-026-26,MIS6.26,,AA,% missing: PLAN-ID-NUMBER (COT00002),tmsis_clh_rec_othr_toc.plan_id_num,PLAN-ID-NUMBER,COT066,X(12),Character,Y
255,OT,Claims,MIS-6-027-27,MIS6.27,,AA,% missing: PROGRAM-TYPE (COT00002),tmsis_clh_rec_othr_toc.pgm_type_cd,PROGRAM-TYPE,COT065,X(2),Character,Y
256,OT,Claims,MIS-6-028-28,MIS6.28,,AA,% missing: TOT-MEDICAID-PAID-AMT (COT00002),tmsis_clh_rec_othr_toc.tot_mdcd_pd_amt,TOT-MEDICAID-PAID-AMT,COT050,S9(11)V99,Numeric,Y
257,OT,Claims,MIS-6-029-29,MIS6.29,,AA,% missing: TOT-MEDICARE-COINS-AMT (COT00002),tmsis_clh_rec_othr_toc.tot_mdcr_coinsrnc_amt,TOT-MEDICARE-COINS-AMT,COT053,S9(11)V99,Numeric,Y
258,OT,Claims,MIS-6-030-30,MIS6.30,,AA,% missing: TOT-MEDICARE-DEDUCTIBLE-AMT (COT00002),tmsis_clh_rec_othr_toc.tot_mdcr_ddctbl_amt,TOT-MEDICARE-DEDUCTIBLE-AMT,COT052,S9(11)V99,Numeric,Y
259,OT,Claims,MIS-6-031-31,MIS6.31,,AA,% missing: TOT-OTHER-INSURANCE-AMT (COT00002),tmsis_clh_rec_othr_toc.tot_othr_insrnc_amt,TOT-OTHER-INSURANCE-AMT,COT056,S9(11)V99,Numeric,Y
260,OT,Claims,MIS-6-032-32,MIS6.32,,AA,% missing: TOT-TPL-AMT (COT00002),tmsis_clh_rec_othr_toc.tot_tpl_amt,TOT-TPL-AMT,COT054,S9(11)V99,Numeric,Y
261,OT,Claims,MIS-6-033-33,MIS6.33,,AA,% missing: TYPE-OF-BILL (COT00002),tmsis_clh_rec_othr_toc.bill_type_cd,TYPE-OF-BILL,COT038,X(4),Character,Y
265,OT,Claims,MIS-7-003-3,MIS7.3,,AA,% missing: BENEFIT-TYPE (COT00003),tmsis_cll_rec_othr_toc.bnft_type_cd,BENEFIT-TYPE,COT209,X(3),Character,Y
266,OT,Claims,MIS-7-004-4,MIS7.4,,AA,% missing: BILLED-AMT (COT00003),tmsis_cll_rec_othr_toc.bill_amt,BILLED-AMT,COT174,S9(11)V99,Numeric,Y
267,OT,Claims,MIS-7-005-5,MIS7.5,,AA,% missing: COPAY-AMT (COT00003),tmsis_cll_rec_othr_toc.copay_amt,COPAY-AMT,COT176,S9(11)V99,Numeric,Y
268,OT,Claims,MIS-7-006-6,MIS7.6,,AA,% missing: ENDING-DATE-OF-SERVICE (COT00003),tmsis_cll_rec_othr_toc.srvc_endg_dt,ENDING-DATE-OF-SERVICE,COT167,9(8),Numeric,Y
269,OT,Claims,MIS-7-007-7,MIS7.7,,AA,% missing: HCBS-SERVICE-CODE (COT00003),tmsis_cll_rec_othr_toc.hcpcs_srvc_cd,HCBS-SERVICE-CODE,COT187,X(1),Character,Y
270,OT,Claims,MIS-7-008-8,MIS7.8,,AA,% missing: HCBS-TAXONOMY (COT00003),tmsis_cll_rec_othr_toc.hcpcs_txnmy_cd,HCBS-TAXONOMY,COT188,X(5),Character,Y
271,OT,Claims,MIS-7-009-9,MIS7.9,,AA,% missing: HCPCS-RATE (COT00003),tmsis_cll_rec_othr_toc.hcpcs_rate,HCPCS-RATE,COT220,X(14),Character,Y
272,OT,Claims,MIS-7-010-10,MIS7.10,,AA,% missing: ICN-ADJ (COT00003),tmsis_cll_rec_othr_toc.adjstmt_clm_num,ICN-ADJ,COT159,X(50),Character,Y
273,OT,Claims,MIS-7-011-11,MIS7.11,,AA,% missing: ICN-ORIG (COT00003),tmsis_cll_rec_othr_toc.orgnl_clm_num,ICN-ORIG,COT158,X(50),Character,Y
275,OT,Claims,MIS-7-013-13,MIS7.13,,AA,% missing: LINE-NUM-ADJ (COT00003),tmsis_cll_rec_othr_toc.adjstmt_line_num,LINE-NUM-ADJ,COT161,X(3),Character,Y
276,OT,Claims,MIS-7-014-14,MIS7.14,,AA,% missing: LINE-NUM-ORIG (COT00003),tmsis_cll_rec_othr_toc.orgnl_line_num,LINE-NUM-ORIG,COT160,X(3),Character,Y
277,OT,Claims,MIS-7-015-15,MIS7.15,,AA,% missing: MEDICAID-FFS-EQUIVALENT-AMT (COT00003),tmsis_cll_rec_othr_toc.mdcd_ffs_equiv_amt,MEDICAID-FFS-EQUIVALENT-AMT,COT179,S9(11)V99,Numeric,Y
278,OT,Claims,MIS-7-016-16,MIS7.16,,AA,% missing: MEDICAID-PAID-AMT (COT00003),tmsis_cll_rec_othr_toc.mdcd_pd_amt,MEDICAID-PAID-AMT,COT178,S9(11)V99,Numeric,Y
279,OT,Claims,MIS-7-017-17,MIS7.17,,AA,% missing: MEDICARE-PAID-AMT (COT00003),tmsis_cll_rec_othr_toc.mdcr_pd_amt,MEDICARE-PAID-AMT,COT182,S9(11)V99,Numeric,Y
280,OT,Claims,MIS-7-018-18,MIS7.18,,AA,% missing: MSIS-IDENTIFICATION-NUM (COT00003),tmsis_cll_rec_othr_toc.msis_ident_num,MSIS-IDENTIFICATION-NUM,COT157,X(20),Character,Y
281,OT,Claims,MIS-7-019-19,MIS7.19,,AA,% missing: OTHER-INSURANCE-AMT (COT00003),tmsis_cll_rec_othr_toc.othr_insrnc_amt,OTHER-INSURANCE-AMT,COT213,S9(11)V99,Numeric,Y
282,OT,Claims,MIS-7-020-20,MIS7.20,,AA,% missing: OT-RX-CLAIM-QUANTITY-ACTUAL (COT00003),tmsis_cll_rec_othr_toc.othr_toc_rx_clm_actl_qty,OT-RX-CLAIM-QUANTITY-ACTUAL,COT183,S9(6)V999,Numeric,Y
283,OT,Claims,MIS-7-021-21,MIS7.21,,AA,% missing: PROCEDURE-CODE (COT00003),tmsis_cll_rec_othr_toc.prcdr_cd,PROCEDURE-CODE,COT169,X(8),Character,Y
284,OT,Claims,MIS-7-022-22,MIS7.22,,AA,% missing: PROCEDURE-CODE-FLAG (COT00003),tmsis_cll_rec_othr_toc.prcdr_cd_ind,PROCEDURE-CODE-FLAG,COT171,X(2),Character,Y
285,OT,Claims,MIS-7-023-23,MIS7.23,,AA,% missing: PROCEDURE-CODE-MOD-1 (COT00003),tmsis_cll_rec_othr_toc.prcdr_1_mdfr_cd,PROCEDURE-CODE-MOD-1,COT172,X(2),Character,Y
286,OT,Claims,MIS-7-024-24,MIS7.24,,AA,% missing: PROCEDURE-CODE-MOD-2 (COT00003),tmsis_cll_rec_othr_toc.prcdr_2_mdfr_cd,PROCEDURE-CODE-MOD-2,COT227,X(2),Character,Y
287,OT,Claims,MIS-7-025-25,MIS7.25,,AA,% missing: REVENUE-CODE (COT00003),tmsis_cll_rec_othr_toc.rev_cd,REVENUE-CODE,COT168,X(4),Character,Y
288,OT,Claims,MIS-7-026-26,MIS7.26,,AA,% missing: SERVICING-PROV-NPI-NUM (COT00003),tmsis_cll_rec_othr_toc.prscrbng_prvdr_npi_num,SERVICING-PROV-NPI-NUM,COT190,X(10),Character,Y
289,OT,Claims,MIS-7-027-27,MIS7.27,,AA,% missing: SERVICING-PROV-NUM (COT00003),tmsis_cll_rec_othr_toc.srvcng_prvdr_num,SERVICING-PROV-NUM,COT189,X(30),Character,Y
290,OT,Claims,MIS-7-028-28,MIS7.28,,AA,% missing: SERVICING-PROV-SPECIALTY (COT00003),tmsis_cll_rec_othr_toc.srvcng_prvdr_spclty_cd,SERVICING-PROV-SPECIALTY,COT193,X(2),Character,Y
291,OT,Claims,MIS-7-029-29,MIS7.29,,AA,% missing: SERVICING-PROV-TYPE (COT00003),tmsis_cll_rec_othr_toc.srvcng_prvdr_type_cd,SERVICING-PROV-TYPE,COT192,X(2),Character,Y
292,OT,Claims,MIS-7-030-30,MIS7.30,,AA,% missing: TPL-AMT (COT00003),tmsis_cll_rec_othr_toc.tpl_amt,TPL-AMT,COT177,S9(11)V99,Numeric,Y
293,OT,Claims,MIS-7-030-31,MIS7.31,,AA,% missing: TYPE-OF-SERVICE (COT00003),tmsis_cll_rec_othr_toc.stc_cd,TYPE-OF-SERVICE,COT186,X(3),Character,Y
296,RX,Claims,MIS-8-003-3,MIS8.3,,AA,% missing: BENEFICIARY-COINSURANCE-AMOUNT (CRX00002),tmsis_clh_rec_rx.bene_coinsrnc_amt,BENEFICIARY-COINSURANCE-AMOUNT,CRX087,S9(11)V99,Numeric,Y
297,RX,Claims,MIS-8-004-4,MIS8.4,,AA,% missing: BENEFICIARY-COPAYMENT-AMOUNT (CRX00002),tmsis_clh_rec_rx.bene_copmt_amt,BENEFICIARY-COPAYMENT-AMOUNT,CRX089,S9(11)V99,Numeric,Y
298,RX,Claims,MIS-8-005-5,MIS8.5,,AA,% missing: BENEFICIARY-DEDUCTIBLE-AMOUNT (CRX00002),tmsis_clh_rec_rx.bene_ddctbl_amt,BENEFICIARY-DEDUCTIBLE-AMOUNT,CRX092,S9(11)V99,Numeric,Y
299,RX,Claims,MIS-8-006-6,MIS8.6,,AA,% missing: BILLING-PROV-NPI-NUM (CRX00002),tmsis_clh_rec_rx.blg_prvdr_npi_num,BILLING-PROV-NPI-NUM,CRX071,X(10),Character,Y
300,RX,Claims,MIS-8-007-7,MIS8.7,,AA,% missing: BILLING-PROV-NUM (CRX00002),tmsis_clh_rec_rx.blg_prvdr_num,BILLING-PROV-NUM,CRX070,X(30),Character,Y
301,RX,Claims,MIS-8-008-8,MIS8.8,,AA,% missing: CLAIM-LINE-COUNT (CRX00002),tmsis_clh_rec_rx.cll_cnt,CLAIM-LINE-COUNT,CRX060,9(4),Numeric,Y
302,RX,Claims,MIS-8-009-9,MIS8.9,,AA,% missing: COMPOUND-DRUG-IND (CRX00002),tmsis_clh_rec_rx.cmpnd_drug_ind,COMPOUND-DRUG-IND,CRX086,X(1),Character,Y
303,RX,Claims,MIS-8-010-10,MIS8.10,,AA,% missing: CROSSOVER-INDICATOR (CRX00002),tmsis_clh_rec_rx.xovr_ind,CROSSOVER-INDICATOR,CRX023,X(1),Character,Y
304,RX,Claims,MIS-8-011-11,MIS8.11,,AA,% missing: DATE-PRESCRIBED (CRX00002),tmsis_clh_rec_rx.prscrbd_dt,DATE-PRESCRIBED,CRX084,9(8),Numeric,Y
305,RX,Claims,MIS-8-012-12,MIS8.12,,AA,% missing: DISPENSING-PRESCRIPTION-DRUG-PROV-NPI (CRX00002),tmsis_clh_rec_rx.dspnsng_pd_prvdr_npi_num,DISPENSING-PRESCRIPTION-DRUG-PROV-NPI,CRX102,X(10),Character,Y
306,RX,Claims,MIS-8-013-13,MIS8.13,,AA,% missing: FIXED-PAYMENT-IND (CRX00002),tmsis_clh_rec_rx.fixd_pymt_ind,FIXED-PAYMENT-IND,CRX052,X(1),Character,Y
307,RX,Claims,MIS-8-014-14,MIS8.14,,AA,% missing: ICN-ADJ (CRX00002),tmsis_clh_rec_rx.adjstmt_clm_num,ICN-ADJ,CRX020,X(50),Character,Y
308,RX,Claims,MIS-8-015-15,MIS8.15,,AA,% missing: ICN-ORIG (CRX00002),tmsis_clh_rec_rx.orgnl_clm_num,ICN-ORIG,CRX019,X(50),Character,Y
309,RX,Claims,MIS-8-016-16,MIS8.16,,AA,% missing: MSIS-IDENTIFICATION-NUM (CRX00002),tmsis_clh_rec_rx.msis_ident_num,MSIS-IDENTIFICATION-NUM,CRX022,X(20),Character,Y
310,RX,Claims,MIS-8-017-17,MIS8.17,,AA,% missing: OTHER-INSURANCE-IND (CRX00002),tmsis_clh_rec_rx.othr_insrnc_ind,OTHER-INSURANCE-IND,CRX048,X(1),Character,Y
311,RX,Claims,MIS-8-018-18,MIS8.18,,AA,% missing: OTHER-TPL-COLLECTION (CRX00002),tmsis_clh_rec_rx.othr_tpl_clctn_cd,OTHER-TPL-COLLECTION,CRX049,X(3),Character,Y
312,RX,Claims,MIS-8-019-19,MIS8.19,,AA,% missing: PAYMENT-LEVEL-IND (CRX00002),tmsis_clh_rec_rx.pymt_lvl_ind,PAYMENT-LEVEL-IND,CRX058,X(1),Character,Y
313,RX,Claims,MIS-8-020-20,MIS8.20,,AA,% missing: PLAN-ID-NUMBER (CRX00002),tmsis_clh_rec_rx.plan_id_num,PLAN-ID-NUMBER,CRX056,X(12),Character,Y
314,RX,Claims,MIS-8-021-21,MIS8.21,,AA,% missing: PRESCRIBING-PROV-NPI-NUM (CRX00002),tmsis_clh_rec_rx.srvcng_prvdr_npi_num,PRESCRIBING-PROV-NPI-NUM,CRX075,X(10),Character,Y
315,RX,Claims,MIS-8-022-22,MIS8.22,,AA,% missing: PRESCRIBING-PROV-NUM (CRX00002),tmsis_clh_rec_rx.prscrbng_prvdr_num,PRESCRIBING-PROV-NUM,CRX074,X(30),Character,Y
316,RX,Claims,MIS-8-023-23,MIS8.23,,AA,% missing: PRESCRIPTION-FILL-DATE (CRX00002),tmsis_clh_rec_rx.rx_fill_dt,PRESCRIPTION-FILL-DATE,CRX085,9(8),Numeric,Y
317,RX,Claims,MIS-8-024-24,MIS8.24,,AA,% missing: PROGRAM-TYPE (CRX00002),tmsis_clh_rec_rx.pgm_type_cd,PROGRAM-TYPE,CRX055,X(2),Character,Y
318,RX,Claims,MIS-8-025-25,MIS8.25,,AA,% missing: TOT-ALLOWED-AMT (CRX00002),tmsis_clh_rec_rx.tot_alowd_amt,TOT-ALLOWED-AMT,CRX040,S9(11)V99,Numeric,Y
319,RX,Claims,MIS-8-026-26,MIS8.26,,AA,% missing: TOT-BILLED-AMT (CRX00002),tmsis_clh_rec_rx.tot_bill_amt,TOT-BILLED-AMT,CRX039,S9(11)V99,Numeric,Y
320,RX,Claims,MIS-8-027-27,MIS8.27,,AA,% missing: TOT-COPAY-AMT (CRX00002),tmsis_clh_rec_rx.tot_copay_amt,TOT-COPAY-AMT,CRX042,S9(11)V99,Numeric,Y
321,RX,Claims,MIS-8-028-28,MIS8.28,,AA,% missing: TOT-MEDICAID-PAID-AMT (CRX00002),tmsis_clh_rec_rx.tot_mdcd_pd_amt,TOT-MEDICAID-PAID-AMT,CRX041,S9(11)V99,Numeric,Y
322,RX,Claims,MIS-8-029-29,MIS8.29,,AA,% missing: TOT-MEDICARE-COINS-AMT (CRX00002),tmsis_clh_rec_rx.tot_mdcr_coinsrnc_amt,TOT-MEDICARE-COINS-AMT,CRX044,S9(11)V99,Numeric,Y
323,RX,Claims,MIS-8-030-30,MIS8.30,,AA,% missing: TOT-MEDICARE-DEDUCTIBLE-AMT (CRX00002),tmsis_clh_rec_rx.tot_mdcr_ddctbl_amt,TOT-MEDICARE-DEDUCTIBLE-AMT,CRX043,S9(11)V99,Numeric,Y
324,RX,Claims,MIS-8-031-31,MIS8.31,,AA,% missing: TOT-OTHER-INSURANCE-AMT (CRX00002),tmsis_clh_rec_rx.tot_othr_insrnc_amt,TOT-OTHER-INSURANCE-AMT,CRX047,S9(11)V99,Numeric,Y
325,RX,Claims,MIS-8-032-32,MIS8.32,,AA,% missing: TOT-TPL-AMT (CRX00002),tmsis_clh_rec_rx.tot_tpl_amt,TOT-TPL-AMT,CRX045,S9(11)V99,Numeric,Y
328,RX,Claims,MIS-9-002-2,MIS9.2,,AA,% missing: ALLOWED-AMT (CRX00003),tmsis_cll_rec_rx.alowd_amt,ALLOWED-AMT,CRX122,S9(11)V99,Numeric,Y
329,RX,Claims,MIS-9-003-3,MIS9.3,,AA,% missing: BILLED-AMT (CRX00003),tmsis_cll_rec_rx.bill_amt,BILLED-AMT,CRX121,S9(11)V99,Numeric,Y
330,RX,Claims,MIS-9-004-4,MIS9.4,,AA,% missing: BRAND-GENERIC-IND (CRX00003),tmsis_cll_rec_rx.brnd_gnrc_ind,BRAND-GENERIC-IND,CRX140,X(1),Character,Y
331,RX,Claims,MIS-9-005-5,MIS9.5,,AA,% missing: COPAY-AMT (CRX00003),tmsis_cll_rec_rx.copay_amt,COPAY-AMT,CRX123,S9(5)V99,Numeric,Y
332,RX,Claims,MIS-9-006-6,MIS9.6,,AA,% missing: DAYS-SUPPLY (CRX00003),tmsis_cll_rec_rx.suply_days_cnt,DAYS-SUPPLY,CRX138,S9(5),Numeric,Y
333,RX,Claims,MIS-9-007-7,MIS9.7,,AA,% missing: DISPENSE-FEE (CRX00003),tmsis_cll_rec_rx.dspns_fee_amt,DISPENSE-FEE,CRX141,S9(6)V99,Numeric,Y
334,RX,Claims,MIS-9-008-8,MIS9.8,,AA,% missing: ICN-ADJ (CRX00003),tmsis_cll_rec_rx.adjstmt_clm_num,ICN-ADJ,CRX113,X(50),Character,Y
335,RX,Claims,MIS-9-009-9,MIS9.9,,AA,% missing: ICN-ORIG (CRX00003),tmsis_cll_rec_rx.orgnl_clm_num,ICN-ORIG,CRX112,X(50),Character,Y
337,RX,Claims,MIS-9-011-11,MIS9.11,,AA,% missing: LINE-NUM-ADJ (CRX00003),tmsis_cll_rec_rx.adjstmt_line_num,LINE-NUM-ADJ,CRX115,X(3),Character,Y
338,RX,Claims,MIS-9-012-12,MIS9.12,,AA,% missing: LINE-NUM-ORIG (CRX00003),tmsis_cll_rec_rx.orgnl_line_num,LINE-NUM-ORIG,CRX114,X(3),Character,Y
339,RX,Claims,MIS-9-013-13,MIS9.13,,AA,% missing: MEDICAID-FFS-EQUIVALENT-AMT (CRX00003),tmsis_cll_rec_rx.mdcd_ffs_equiv_amt,MEDICAID-FFS-EQUIVALENT-AMT,CRX126,S9(11)V99,Numeric,Y
340,RX,Claims,MIS-9-014-14,MIS9.14,,AA,% missing: MEDICAID-PAID-AMT (CRX00003),tmsis_cll_rec_rx.mdcd_pd_amt,MEDICAID-PAID-AMT,CRX125,S9(11)V99,Numeric,Y
341,RX,Claims,MIS-9-015-15,MIS9.15,,AA,% missing: MEDICARE-PAID-AMT (CRX00003),tmsis_cll_rec_rx.mdcr_pd_amt,MEDICARE-PAID-AMT,CRX129,S9(11)V99,Numeric,Y
342,RX,Claims,MIS-9-016-16,MIS9.16,,AA,% missing: NATIONAL-DRUG-CODE (CRX00003),tmsis_cll_rec_rx.ndc_cd,NATIONAL-DRUG-CODE,CRX120,X(12),Character,Y
343,RX,Claims,MIS-9-017-17,MIS9.17,,AA,% missing: NEW-REFILL-IND (CRX00003),tmsis_cll_rec_rx.new_refl_ind,NEW-REFILL-IND,CRX139,X(2),Character,Y
344,RX,Claims,MIS-9-018-18,MIS9.18,,AA,% missing: OTHER-INSURANCE-AMT (CRX00003),tmsis_cll_rec_rx.othr_insrnc_amt,OTHER-INSURANCE-AMT,CRX152,S9(11)V99,Numeric,Y
345,RX,Claims,MIS-9-019-19,MIS9.19,,AA,% missing: OT-RX-CLAIM-QUANTITY-ACTUAL (CRX00003),tmsis_cll_rec_rx.othr_toc_rx_clm_actl_qty,OT-RX-CLAIM-QUANTITY-ACTUAL,CRX132,S9(6)V999,Numeric,Y
346,RX,Claims,MIS-9-020-20,MIS9.20,,AA,% missing: REBATE-ELIGIBLE-INDICATOR (CRX00003),tmsis_cll_rec_rx.rebt_elgbl_ind,REBATE-ELIGIBLE-INDICATOR,CRX146,X(1),Character,Y
347,RX,Claims,MIS-9-021-21,MIS9.21,,AA,% missing: TPL-AMT (CRX00003),tmsis_cll_rec_rx.tpl_amt,TPL-AMT,CRX124,S9(11)V99,Numeric,Y
348,RX,Claims,MIS-9-022-22,MIS9.22,,AA,% missing: TYPE-OF-SERVICE (CRX00003),tmsis_cll_rec_rx.stc_cd,TYPE-OF-SERVICE,CRX134,X(3),Character,Y
349,MCR,Non-claims,MIS-10-001-1,MIS10.1,MCR00002,,% distinct STATE-PLAN-ID-NUMs with only missing values in any active segment: MANAGED-CARE-MAIN-REC-EFF-DATE (MCR00002),tmsis_mc_mn_data.mc_mn_rec_efctv_dt,MANAGED-CARE-MAIN-REC-EFF-DATE,MCR030,9(8),Numeric,Y
350,MCR,Non-claims,MIS-10-002-2,MIS10.2,MCR00002,,% distinct STATE-PLAN-ID-NUMs with only missing values in any active segment: MANAGED-CARE-PLAN-TYPE (MCR00002),tmsis_mc_mn_data.mc_plan_type_cd,MANAGED-CARE-PLAN-TYPE,MCR024,X(2),Character,Y
351,MCR,Non-claims,MIS-10-003-3,MIS10.3,MCR00002,,% distinct STATE-PLAN-ID-NUMs with only missing values in any active segment: MANAGED-CARE-PROGRAM (MCR00002),tmsis_mc_mn_data.mc_pgm_cd,MANAGED-CARE-PROGRAM,MCR023,X(1),Character,Y
352,MCR,Non-claims,MIS-10-004-4,MIS10.4,MCR00002,,% distinct STATE-PLAN-ID-NUMs with only missing values in any active segment: REIMBURSEMENT-ARRANGEMENT (MCR00002),tmsis_mc_mn_data.reimbrsmt_arngmt_cd,REIMBURSEMENT-ARRANGEMENT,MCR025,X(2),Character,Y
354,MCR,Non-claims,MIS-10-006-6,MIS10.6,MCR00003,,% distinct STATE-PLAN-ID-NUMs with only missing values in any active segment: MANAGED-CARE-ADDR-TYPE (MCR00003),tmsis_mc_lctn_cntct.mc_adr_type_cd,MANAGED-CARE-ADDR-TYPE,MCR041,X(1),Character,Y
355,MCR,Non-claims,MIS-10-007-7,MIS10.7,MCR00003,,% distinct STATE-PLAN-ID-NUMs with only missing values in any active segment: MANAGED-CARE-LOCATION-AND-CONTACT-INFO-EFF-DATE (MCR00003),tmsis_mc_lctn_cntct.mc_lctn_cntct_efctv_dt,MANAGED-CARE-LOCATION-AND-CONTACT-INFO-EFF-DATE,MCR039,9(8),Numeric,Y
356,MCR,Non-claims,MIS-10-008-8,MIS10.8,MCR00003,,% distinct STATE-PLAN-ID-NUMs with only missing values in any active segment: MANAGED-CARE-LOCATION-ID (MCR00003),tmsis_mc_lctn_cntct.mc_lctn_id,MANAGED-CARE-LOCATION-ID,MCR038,X(15),Character,Y
359,MCR,Non-claims,MIS-10-011-11,MIS10.11,MCR00004,,% distinct STATE-PLAN-ID-NUMs with only missing values in any active segment: MANAGED-CARE-SERVICE-AREA-EFF-DATE (MCR00004),tmsis_mc_sarea.mc_sarea_efctv_dt,MANAGED-CARE-SERVICE-AREA-EFF-DATE,MCR059,9(8),Numeric,Y
360,MCR,Non-claims,MIS-10-012-12,MIS10.12,MCR00004,,% distinct STATE-PLAN-ID-NUMs with only missing values in any active segment: MANAGED-CARE-SERVICE-AREA-NAME (MCR00004),tmsis_mc_sarea.mc_sarea_name,MANAGED-CARE-SERVICE-AREA-NAME,MCR058,X(30),Character,Y
362,MCR,Non-claims,MIS-10-014-14,MIS10.14,MCR00005,,% distinct STATE-PLAN-ID-NUMs with only missing values in any active segment: MANAGED-CARE-OP-AUTHORITY-EFF-DATE (MCR00005),tmsis_mc_oprtg_authrty.mc_op_authrty_efctv_dt,MANAGED-CARE-OP-AUTHORITY-EFF-DATE,MCR069,9(8),Numeric,Y
363,MCR,Non-claims,MIS-10-015-15,MIS10.15,MCR00005,,% distinct STATE-PLAN-ID-NUMs with only missing values in any active segment: OPERATING-AUTHORITY (MCR00005),tmsis_mc_oprtg_authrty.oprtg_authrty_cd,OPERATING-AUTHORITY,MCR067,X(2),Character,Y
365,MCR,Non-claims,MIS-10-017-17,MIS10.17,MCR00005,,% distinct STATE-PLAN-ID-NUMs with only missing values in any active segment: WAIVER-ID (MCR00005),tmsis_mc_oprtg_authrty.wvr_id,WAIVER-ID,MCR068,X(20),Character,Y
366,MCR,Non-claims,MIS-10-018-18,MIS10.18,MCR00006,,% distinct STATE-PLAN-ID-NUMs with only missing values in any active segment: MANAGED-CARE-PLAN-POP (MCR00006),tmsis_mc_plan_pop_enrld.mc_plan_pop_cnt,MANAGED-CARE-PLAN-POP,MCR077,9(2),Numeric,Y
367,MCR,Non-claims,MIS-10-019-19,MIS10.19,MCR00006,,% distinct STATE-PLAN-ID-NUMs with only missing values in any active segment: MANAGED-CARE-PLAN-POP-EFF-DATE (MCR00006),tmsis_mc_plan_pop_enrld.mc_plan_pop_efctv_dt,MANAGED-CARE-PLAN-POP-EFF-DATE,MCR078,9(8),Numeric,Y
369,MCR,Non-claims,MIS-10-021-21,MIS10.21,MCR00007,,% distinct STATE-PLAN-ID-NUMs with only missing values in any active segment: ACCREDITATION-ORGANIZATION (MCR00007),tmsis_mc_acrdtn_org.acrdtn_org_cd,ACCREDITATION-ORGANIZATION,MCR086,X(2),Character,Y
370,MCR,Non-claims,MIS-10-022-22,MIS10.22,MCR00007,,% distinct STATE-PLAN-ID-NUMs with only missing values in any active segment: DATE-ACCREDITATION-ACHIEVED (MCR00007),tmsis_mc_acrdtn_org.acrdtn_achvmt_dt,DATE-ACCREDITATION-ACHIEVED,MCR087,9(8),Numeric,Y
373,PRV,Non-claims,MIS-11-001-1,MIS11.1,PRV00002,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: DATE-OF-BIRTH (PRV00002),tmsis_prvdr_attr_mn.birth_dt,DATE-OF-BIRTH,PRV034,9(8),Numeric,Y
374,PRV,Non-claims,MIS-11-002-2,MIS11.2,PRV00002,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: DATE-OF-DEATH (PRV00002),tmsis_prvdr_attr_mn.death_dt,DATE-OF-DEATH,PRV035,9(8),Numeric,Y
375,PRV,Non-claims,MIS-11-003-3,MIS11.3,PRV00002,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: FACILITY-GROUP-INDIVIDUAL-CODE (PRV00002),tmsis_prvdr_attr_mn.fac_grp_indvdl_cd,FACILITY-GROUP-INDIVIDUAL-CODE,PRV026,X(2),Character,Y
376,PRV,Non-claims,MIS-11-004-4,MIS11.4,PRV00002,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-ATTRIBUTES-EFF-DATE (PRV00002),tmsis_prvdr_attr_mn.prvdr_attr_efctv_dt,PROV-ATTRIBUTES-EFF-DATE,PRV020,9(8),Numeric,Y
377,PRV,Non-claims,MIS-11-005-5,MIS11.5,PRV00002,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-ATTRIBUTES-END-DATE (PRV00002),tmsis_prvdr_attr_mn.prvdr_attr_end_dt,PROV-ATTRIBUTES-END-DATE,PRV021,9(8),Numeric,Y
378,PRV,Non-claims,MIS-11-006-6,MIS11.6,PRV00002,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-DOING-BUSINESS-AS-NAME (PRV00002),tmsis_prvdr_attr_mn.prvdr_dba_name,PROV-DOING-BUSINESS-AS-NAME,PRV022,X(100),Character,Y
379,PRV,Non-claims,MIS-11-007-7,MIS11.7,PRV00002,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-FIRST-NAME (PRV00002),tmsis_prvdr_attr_mn.prvdr_1st_name,PROV-FIRST-NAME,PRV028,X(30),Character,Y
380,PRV,Non-claims,MIS-11-008-8,MIS11.8,PRV00002,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-LAST-NAME (PRV00002),tmsis_prvdr_attr_mn.prvdr_last_name,PROV-LAST-NAME,PRV030,X(30),Character,Y
381,PRV,Non-claims,MIS-11-009-9,MIS11.9,PRV00002,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-LEGAL-NAME (PRV00002),tmsis_prvdr_attr_mn.prvdr_lgl_name,PROV-LEGAL-NAME,PRV023,X(100),Character,Y
382,PRV,Non-claims,MIS-11-010-10,MIS11.10,PRV00002,,% distinct SUBMITTING-STATE-PROV-IDs with only missing values in any active segment: PROV-ORGANIZATION-NAME (PRV00002),tmsis_prvdr_attr_mn.prvdr_org_name,PROV-ORGANIZATION-NAME,PRV024,X(60),Character,Y
