DE_NO,DATA_ELEMENT_NAME,SIZE,START POSITION,STOP POSITION,FILE NAME,FILE SEGMENT (with RECORD-ID)
CLT167,HEALTH-HOME-PROVIDER-NPI,X(12),1154,1165,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
CLT168,MEDICARE-BENEFICIARY-IDENTIFIER,X(12),1166,1177,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
CLT169,UNDER-DIRECTION-OF-PROV-NPI,X(12),1178,1189,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
CLT170,UNDER-DIRECTION-OF-PROV-TAXONOMY,X(12),1190,1201,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
CLT171,UNDER-SUPERVISION-OF-PROV-NPI,X(12),1202,1213,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
CLT172,UNDER-SUPERVISION-OF-PROV-TAXONOMY,X(12),1214,1225,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
CLT174,ADMITTING-PROV-NPI-NUM,X(10),1226,1235,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
CLT175,ADMITTING-PROV-NUM,X(30),1236,1265,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
CLT176,ADMITTING-PROV-SPECIALTY,X(2),1266,1267,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
CLT177,ADMITTING-PROV-TAXONOMY,X(12),1268,1279,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
CLT178,ADMITTING-PROV-TYPE,X(2),1280,1281,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
CLT179,MEDICARE-PAID-AMT,S9(11)V99,1282,1294,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
CLT173,STATE-NOTATION,X(500),1295,1794,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
CLT237,PROV-LOCATION-ID,X(5),1795,1799,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
CLT183,FILLER,X(101),1800,1900,CLAIMLT,CLAIM-HEADER-RECORD-LT-CLT00002
CLT184,RECORD-ID,X(8),1,8,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT185,SUBMITTING-STATE,X(2),9,10,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT186,RECORD-NUMBER,9(11),11,21,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT187,MSIS-IDENTIFICATION-NUM,X(20),22,41,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT188,ICN-ORIG,X(50),42,91,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT189,ICN-ADJ,X(50),92,141,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT190,LINE-NUM-ORIG,X(3),142,144,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT191,LINE-NUM-ADJ,X(3),145,147,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT192,LINE-ADJUSTMENT-IND,X(1),148,148,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT193,LINE-ADJUSTMENT-REASON-CODE,X(3),149,151,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT194,SUBMITTER-ID,X(12),152,163,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT195,CLAIM-LINE-STATUS,X(3),164,166,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT196,BEGINNING-DATE-OF-SERVICE,9(8),167,174,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT197,ENDING-DATE-OF-SERVICE,9(8),175,182,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT198,REVENUE-CODE,X(4),183,186,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT201,IMMUNIZATION-TYPE,X(2),187,188,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT202,IP-LT-QUANTITY-OF-SERVICE-ACTUAL,S9(6)V999,189,197,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT203,IP-LT-QUANTITY-OF-SERVICE-ALLOWED,S9(6)V999,198,206,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT204,REVENUE-CHARGE,S9(11)V99,207,219,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT205,ALLOWED-AMT,S9(11)V99,220,232,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT206,TPL-AMT,S9(11)V99,233,245,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT207,OTHER-INSURANCE-AMT,S9(11)V99,246,258,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT208,MEDICAID-PAID-AMT,S9(11)V99,259,271,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT209,MEDICAID-FFS-EQUIVALENT-AMT,S9(11)V99,272,284,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT210,BILLING-UNIT,X(2),285,286,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT211,TYPE-OF-SERVICE,X(3),287,289,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT212,SERVICING-PROV-NUM,X(30),290,319,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT213,SERVICING-PROV-NPI-NUM,X(10),320,329,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT214,SERVICING-PROV-TAXONOMY,X(12),330,341,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT215,SERVICING-PROV-TYPE,X(2),342,343,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT216,SERVICING-PROV-SPECIALTY,X(2),344,345,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT217,OTHER-TPL-COLLECTION,X(3),346,348,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT218,BENEFIT-TYPE,X(3),349,351,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT219,CMS-64-CATEGORY-FOR-FEDERAL-REIMBURSEMENT,X(2),352,353,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT221,PROV-FACILITY-TYPE,X(9),354,362,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT224,XIX-MBESCBES-CATEGORY-OF-SERVICE,X(4),363,366,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT225,XXI-MBESCBES-CATEGORY-OF-SERVICE,X(3),367,369,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT226,STATE-NOTATION,X(500),370,869,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT228,NATIONAL-DRUG-CODE,X(12),870,881,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT229,NDC-UNIT-OF-MEASURE,X(2),882,883,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT230,NDC-QUANTITY,S9(6)V999,884,892,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT231,HCPCS-RATE,X(14),893,906,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT233,ADJUDICATION-DATE,9(8),907,914,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT234,SELF-DIRECTION-TYPE,X(3),915,917,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT235,PRE-AUTHORIZATION-NUM,X(18),918,935,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
CLT238,FILLER,X(965),936,1900,CLAIMLT,CLAIM-LINE-RECORD-LT-CLT00003
COT001,RECORD-ID,X(8),1,8,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001
COT002,DATA-DICTIONARY-VERSION,X(10),9,18,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001
COT003,SUBMISSION-TRANSACTION-TYPE,X(1),19,19,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001
COT004,FILE-ENCODING-SPECIFICATION,X(3),20,22,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001
COT005,DATA-MAPPING-DOCUMENT-VERSION,X(9),23,31,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001
COT006,FILE-NAME,X(8),32,39,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001
COT007,SUBMITTING-STATE,X(2),40,41,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001
COT008,DATE-FILE-CREATED,9(8),42,49,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001
COT009,START-OF-TIME-PERIOD,9(8),50,57,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001
COT010,END-OF-TIME-PERIOD,9(8),58,65,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001
COT011,FILE-STATUS-INDICATOR,X(1),66,66,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001
COT012,SSN-INDICATOR,X(1),67,67,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001
COT013,TOT-REC-CNT,9(11),68,78,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001
COT216,SEQUENCE-NUMBER,X(4),79,82,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001
COT014,STATE-NOTATION,X(500),83,582,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001
COT015,FILLER,X(1168),583,1750,CLAIMOT,FILE-HEADER-RECORD-OT-COT00001
COT016,RECORD-ID,X(8),1,8,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT017,SUBMITTING-STATE,X(2),9,10,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT018,RECORD-NUMBER,9(11),11,21,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT019,ICN-ORIG,X(50),22,71,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT020,ICN-ADJ,X(50),72,121,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT021,SUBMITTER-ID,X(12),122,133,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT022,MSIS-IDENTIFICATION-NUM,X(20),134,153,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT023,CROSSOVER-INDICATOR,X(1),154,154,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT024,1115A-DEMONSTRATION-IND,X(1),155,155,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT025,ADJUSTMENT-IND,X(1),156,156,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT026,ADJUSTMENT-REASON-CODE,X(3),157,159,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT027,DIAGNOSIS-CODE-1,X(7),160,166,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT028,DIAGNOSIS-CODE-FLAG-1,X(1),167,167,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT029,DIAGNOSIS-POA-FLAG-1,X(1),168,168,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT030,DIAGNOSIS-CODE-2,X(7),169,175,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT031,DIAGNOSIS-CODE-FLAG-2,X(1),176,176,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT032,DIAGNOSIS-POA-FLAG-2,X(1),177,177,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT033,BEGINNING-DATE-OF-SERVICE,9(8),178,185,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT034,ENDING-DATE-OF-SERVICE,9(8),186,193,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT035,ADJUDICATION-DATE,9(8),194,201,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT036,MEDICAID-PAID-DATE,9(8),202,209,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT037,TYPE-OF-CLAIM,X(1),210,210,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT038,TYPE-OF-BILL,X(4),211,214,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT039,CLAIM-STATUS,X(3),215,217,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT040,CLAIM-STATUS-CATEGORY,X(3),218,220,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT041,SOURCE-LOCATION,X(2),221,222,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT042,CHECK-NUM,X(15),223,237,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT043,CHECK-EFF-DATE,9(8),238,245,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT044,CLAIM-PYMT-REM-CODE-1,X(5),246,250,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT045,CLAIM-PYMT-REM-CODE-2,X(5),251,255,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT046,CLAIM-PYMT-REM-CODE-3,X(5),256,260,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT047,CLAIM-PYMT-REM-CODE-4,X(5),261,265,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT048,TOT-BILLED-AMT,S9(11)V99,266,278,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT049,TOT-ALLOWED-AMT,S9(11)V99,279,291,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT050,TOT-MEDICAID-PAID-AMT,S9(11)V99,292,304,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT051,TOT-COPAY-AMT,S9(11)V99,305,317,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT052,TOT-MEDICARE-DEDUCTIBLE-AMT,S9(11)V99,318,330,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT053,TOT-MEDICARE-COINS-AMT,S9(11)V99,331,343,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT054,TOT-TPL-AMT,S9(11)V99,344,356,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT056,TOT-OTHER-INSURANCE-AMT,S9(11)V99,357,369,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT057,OTHER-INSURANCE-IND,X(1),370,370,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT058,OTHER-TPL-COLLECTION,X(3),371,373,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT059,SERVICE-TRACKING-TYPE,X(2),374,375,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT060,SERVICE-TRACKING-PAYMENT-AMT,S9(11)V99,376,388,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT061,FIXED-PAYMENT-IND,X(1),389,389,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT062,FUNDING-CODE,X(2),390,391,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT063,FUNDING-SOURCE-NONFEDERAL-SHARE,X(2),392,393,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT064,MEDICARE-COMB-DED-IND,X(1),394,394,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT065,PROGRAM-TYPE,X(2),395,396,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT066,PLAN-ID-NUMBER,X(12),397,408,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT067,NATIONAL-HEALTH-CARE-ENTITY-ID,X(10),409,418,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT068,PAYMENT-LEVEL-IND,X(1),419,419,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT069,MEDICARE-REIM-TYPE,X(2),420,421,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT070,CLAIM-LINE-COUNT,9(4),422,425,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT072,FORCED-CLAIM-IND,X(1),426,426,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT073,HEALTH-CARE-ACQUIRED-CONDITION-IND,X(1),427,427,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT074,OCCURRENCE-CODE-01,X(2),428,429,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT075,OCCURRENCE-CODE-02,X(2),430,431,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT076,OCCURRENCE-CODE-03,X(2),432,433,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT077,OCCURRENCE-CODE-04,X(2),434,435,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT078,OCCURRENCE-CODE-05,X(2),436,437,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT079,OCCURRENCE-CODE-06,X(2),438,439,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT080,OCCURRENCE-CODE-07,X(2),440,441,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT081,OCCURRENCE-CODE-08,X(2),442,443,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT082,OCCURRENCE-CODE-09,X(2),444,445,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT083,OCCURRENCE-CODE-10,X(2),446,447,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT084,OCCURRENCE-CODE-EFF-DATE-01,9(8),448,455,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT085,OCCURRENCE-CODE-EFF-DATE-02,9(8),456,463,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT086,OCCURRENCE-CODE-EFF-DATE-03,9(8),464,471,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT087,OCCURRENCE-CODE-EFF-DATE-04,9(8),472,479,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT088,OCCURRENCE-CODE-EFF-DATE-05,9(8),480,487,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT089,OCCURRENCE-CODE-EFF-DATE-06,9(8),488,495,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT090,OCCURRENCE-CODE-EFF-DATE-07,9(8),496,503,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT091,OCCURRENCE-CODE-EFF-DATE-08,9(8),504,511,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT092,OCCURRENCE-CODE-EFF-DATE-09,9(8),512,519,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT093,OCCURRENCE-CODE-EFF-DATE-10,9(8),520,527,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT094,OCCURRENCE-CODE-END-DATE-01,9(8),528,535,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT095,OCCURRENCE-CODE-END-DATE-02,9(8),536,543,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT096,OCCURRENCE-CODE-END-DATE-03,9(8),544,551,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT097,OCCURRENCE-CODE-END-DATE-04,9(8),552,559,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT098,OCCURRENCE-CODE-END-DATE-05,9(8),560,567,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT099,OCCURRENCE-CODE-END-DATE-06,9(8),568,575,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT100,OCCURRENCE-CODE-END-DATE-07,9(8),576,583,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT101,OCCURRENCE-CODE-END-DATE-08,9(8),584,591,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT102,OCCURRENCE-CODE-END-DATE-09,9(8),592,599,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT103,OCCURRENCE-CODE-END-DATE-10,9(8),600,607,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT104,PATIENT-CONTROL-NUM,X(20),608,627,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT105,ELIGIBLE-LAST-NAME,X(30),628,657,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT106,ELIGIBLE-FIRST-NAME,X(30),658,687,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT107,ELIGIBLE-MIDDLE-INIT,X(1),688,688,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT108,DATE-OF-BIRTH,9(8),689,696,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT109,HEALTH-HOME-PROV-IND,X(1),697,697,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT110,WAIVER-TYPE,X(2),698,699,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT111,WAIVER-ID,X(20),700,719,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT112,BILLING-PROV-NUM,X(30),720,749,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT113,BILLING-PROV-NPI-NUM,X(10),750,759,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT114,BILLING-PROV-TAXONOMY,X(12),760,771,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT115,BILLING-PROV-TYPE,X(2),772,773,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT116,BILLING-PROV-SPECIALTY,X(2),774,775,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT117,REFERRING-PROV-NUM,X(30),776,805,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT118,REFERRING-PROV-NPI-NUM,X(10),806,815,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT119,REFERRING-PROV-TAXONOMY,X(12),816,827,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT120,REFERRING-PROV-TYPE,X(2),828,829,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT121,REFERRING-PROV-SPECIALTY,X(2),830,831,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT122,MEDICARE-HIC-NUM,X(12),832,843,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT123,PLACE-OF-SERVICE,X(2),844,845,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT125,BMI,S9(5)V9,846,851,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT126,REMITTANCE-NUM,X(30),852,881,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT127,DAILY-RATE,S9(5)V99,882,888,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT128,BORDER-STATE-IND,X(1),889,889,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT130,BENEFICIARY-COINSURANCE-AMOUNT,S9(11)V99,890,902,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT131,BENEFICIARY-COINSURANCE-DATE-PAID,9(8),903,910,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT132,BENEFICIARY-COPAYMENT-AMOUNT,S9(11)V99,911,923,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT133,BENEFICIARY-COPAYMENT-DATE-PAID,9(8),924,931,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT134,BENEFICIARY-DEDUCTIBLE-AMOUNT,S9(11)V99,932,944,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT135,BENEFICIARY-DEDUCTIBLE-DATE-PAID,9(8),945,952,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT136,CLAIM-DENIED-INDICATOR,X(1),953,953,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT137,COPAY-WAIVED-IND,X(1),954,954,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT138,HEALTH-HOME-ENTITY-NAME,X(50),955,1004,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT140,THIRD-PARTY-COINSURANCE-AMOUNT-PAID,S9(11)V99,1005,1017,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT141,THIRD-PARTY-COINSURANCE-DATE-PAID,9(8),1018,1025,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT142,THIRD-PARTY-COPAYMENT-AMOUNT-PAID,S9(11)V99,1026,1038,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT143,THIRD-PARTY-COPAYMENT-DATE-PAID,9(8),1039,1046,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT144,DATE-CAPITATED-AMOUNT-REQUESTED,9(8),1047,1054,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT145,CAPITATED-PAYMENT-AMT-REQUESTED,S9(11)V99,1055,1067,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT146,HEALTH-HOME-PROVIDER-NPI,X(10),1068,1077,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT147,MEDICARE-BENEFICIARY-IDENTIFIER,X(12),1078,1089,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT148,UNDER-DIRECTION-OF-PROV-NPI,X(10),1090,1099,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT149,UNDER-DIRECTION-OF-PROV-TAXONOMY,X(12),1100,1111,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT150,UNDER-SUPERVISION-OF-PROV-NPI,X(10),1112,1121,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT151,UNDER-SUPERVISION-OF-PROV-TAXONOMY,X(12),1122,1133,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT152,STATE-NOTATION,X(500),1134,1633,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT226,PROV-LOCATION-ID,X(5),1634,1638,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT153,FILLER,X(112),1639,1750,CLAIMOT,CLAIM-HEADER-RECORD-OT-COT00002
COT154,RECORD-ID,X(8),1,8,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT155,SUBMITTING-STATE,X(2),9,10,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT156,RECORD-NUMBER,9(11),11,21,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT157,MSIS-IDENTIFICATION-NUM,X(20),22,41,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT158,ICN-ORIG,X(50),42,91,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT159,ICN-ADJ,X(50),92,141,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT160,LINE-NUM-ORIG,X(3),142,144,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT161,LINE-NUM-ADJ,X(3),145,147,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT162,LINE-ADJUSTMENT-IND,X(1),148,148,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT163,LINE-ADJUSTMENT-REASON-CODE,X(3),149,151,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT164,SUBMITTER-ID,X(12),152,163,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT165,CLAIM-LINE-STATUS,X(3),164,166,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT166,BEGINNING-DATE-OF-SERVICE,9(8),167,174,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
COT167,ENDING-DATE-OF-SERVICE,9(8),175,182,CLAIMOT,CLAIM-LINE-RECORD-OT-COT00003
